location_name,vehicle,percent_of_population_eating_industrially_produced_vehicle,percent_of_population_eating_vehicle,percent_of_population_eating_fortified_vehicle,location_id,sodium,whole_grains,sdi,hh_salt,fao_maize_and_products,fao_rice_and_products,fao_wheat_and_products,fao_oil_all,parent_id
Bangladesh,oil,87.95,76.0,0.0,161,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,oil,87.95,100.0,42.849572,161,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,oil,87.95,100.0,0.0,161,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,oil,87.95,99.8,42.849572,161,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,oil,87.95,99.8,0.0,161,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,40.0,0.155875,161,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,63.0,0.155875,161,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,59.0,0.155875,161,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,70.0,0.155875,161,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,77.0,0.155875,161,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,65.0,0.155875,161,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,76.2,0.155875,161,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,41.9,0.155875,161,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,68.0,0.155875,161,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Côte d'Ivoire,oil,98.0,98.5,70.0,205,1.1559406585938077,8.537658633355704,0.418604903590568,0.808724151820073,232.0,601.0,181.0,360.0,199
Côte d'Ivoire,oil,98.0,98.5,75.0,205,1.1559406585938077,8.537658633355704,0.418604903590568,0.808724151820073,232.0,601.0,181.0,360.0,199
Côte d'Ivoire,oil,98.0,98.5,98.0,205,1.1559406585938077,8.537658633355704,0.418604903590568,0.808724151820073,232.0,601.0,181.0,360.0,199
Côte d'Ivoire,oil,98.0,98.5,0.0,205,1.1559406585938077,8.537658633355704,0.418604903590568,0.808724151820073,232.0,601.0,181.0,360.0,199
Côte d'Ivoire,wheat flour,10.2,54.7,24.49124,205,1.1559406585938077,8.537658633355704,0.418604903590568,0.808724151820073,232.0,601.0,181.0,360.0,199
Côte d'Ivoire,wheat flour,10.2,54.7,39.10698,205,1.1559406585938077,8.537658633355704,0.418604903590568,0.808724151820073,232.0,601.0,181.0,360.0,199
Côte d'Ivoire,wheat flour,10.2,54.7,0.0,205,1.1559406585938077,8.537658633355704,0.418604903590568,0.808724151820073,232.0,601.0,181.0,360.0,199
Ethiopia,oil,19.0,55.0,0.0,179,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,19.0,3.7,0.0,179,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,92.0,55.0,0.0,179,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,92.0,3.7,0.0,179,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,70.0,55.0,0.0,179,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,70.0,3.7,0.0,179,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,50.0,55.0,0.0,179,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,50.0,3.7,0.0,179,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,55.0,55.0,0.0,179,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,55.0,3.7,0.0,179,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,57.2,55.0,0.0,179,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,57.2,3.7,0.0,179,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,wheat flour,28.0,28.0,0.0,179,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,wheat flour,18.0,28.0,0.0,179,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,wheat flour,89.0,28.0,0.0,179,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,wheat flour,27.0,28.0,0.0,179,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,wheat flour,20.0,28.0,0.0,179,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,wheat flour,36.4,28.0,0.0,179,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
India,oil,89.4,100.0,24.3,163,2.0855737635414306,20.423178434640462,0.5578565533183989,0.9021063059835001,63.0,645.0,527.0,252.0,159
India,salt,100.0,100.0,0.0,163,2.0855737635414306,20.423178434640462,0.5578565533183989,0.9021063059835001,63.0,645.0,527.0,252.0,159
India,salt,100.0,99.5,0.0,163,2.0855737635414306,20.423178434640462,0.5578565533183989,0.9021063059835001,63.0,645.0,527.0,252.0,159
India,salt,93.0,100.0,0.0,163,2.0855737635414306,20.423178434640462,0.5578565533183989,0.9021063059835001,63.0,645.0,527.0,252.0,159
India,salt,93.0,99.5,0.0,163,2.0855737635414306,20.423178434640462,0.5578565533183989,0.9021063059835001,63.0,645.0,527.0,252.0,159
India,salt,98.25,100.0,0.0,163,2.0855737635414306,20.423178434640462,0.5578565533183989,0.9021063059835001,63.0,645.0,527.0,252.0,159
India,salt,98.25,99.5,0.0,163,2.0855737635414306,20.423178434640462,0.5578565533183989,0.9021063059835001,63.0,645.0,527.0,252.0,159
India,wheat flour,7.1,83.2,6.3,163,2.0855737635414306,20.423178434640462,0.5578565533183989,0.9021063059835001,63.0,645.0,527.0,252.0,159
India,wheat flour,7.1,83.2,0.1,163,2.0855737635414306,20.423178434640462,0.5578565533183989,0.9021063059835001,63.0,645.0,527.0,252.0,159
India,wheat flour,7.1,83.2,0.0,163,2.0855737635414306,20.423178434640462,0.5578565533183989,0.9021063059835001,63.0,645.0,527.0,252.0,159
India,wheat flour,7.1,83.2,0.301,163,2.0855737635414306,20.423178434640462,0.5578565533183989,0.9021063059835001,63.0,645.0,527.0,252.0,159
India,rice,25.0,50.0,0.0,163,2.0855737635414306,20.423178434640462,0.5578565533183989,0.9021063059835001,63.0,645.0,527.0,252.0,159
India,rice,25.0,50.0,0.015625,163,2.0855737635414306,20.423178434640462,0.5578565533183989,0.9021063059835001,63.0,645.0,527.0,252.0,159
Kenya,maize flour,36.67,85.27,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,maize flour,36.67,57.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,maize flour,36.67,63.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,maize flour,36.67,81.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,maize flour,36.67,16.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,maize flour,36.67,38.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,maize flour,36.67,17.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,maize flour,36.67,89.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,maize flour,36.67,91.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,maize flour,36.67,95.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,maize flour,36.67,2.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,maize flour,36.67,3.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,oil,9.39,16.17,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,oil,9.39,6.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,oil,9.39,16.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,oil,9.39,7.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,oil,9.39,12.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,oil,9.39,38.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,oil,9.39,45.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,oil,9.39,60.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,oil,9.39,70.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,oil,9.39,72.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,oil,9.39,9.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,oil,9.39,18.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,oil,9.39,17.0,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,wheat flour,30.95,36.58,33.835750000000004,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,wheat flour,30.95,36.58,34.70333333333333,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Myanmar,oil,10.0,50.0,0.0,15,2.274896667925958,23.833147223175732,0.5317694308324,0.8454670832567971,43.0,1221.0,69.0,190.0,9
Myanmar,wheat flour,50.0,5.0,0.0,15,2.274896667925958,23.833147223175732,0.5317694308324,0.8454670832567971,43.0,1221.0,69.0,190.0,9
Myanmar,wheat flour,50.0,5.0,9.166666666666666,15,2.274896667925958,23.833147223175732,0.5317694308324,0.8454670832567971,43.0,1221.0,69.0,190.0,9
Nepal,wheat flour,37.0,8.8,7.334331555555559,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,37.0,8.8,5.1650222222222215,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,37.0,8.8,0.0,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,37.0,16.5,7.334331555555559,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,37.0,16.5,5.1650222222222215,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,37.0,16.5,0.0,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,37.0,7.4,7.334331555555559,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,37.0,7.4,5.1650222222222215,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,37.0,7.4,0.0,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,37.0,42.7,7.334331555555559,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,37.0,42.7,5.1650222222222215,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,37.0,42.7,0.0,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,37.0,52.1,7.334331555555559,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,37.0,52.1,5.1650222222222215,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,37.0,52.1,0.0,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,37.0,40.3,7.334331555555559,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,37.0,40.3,5.1650222222222215,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,37.0,40.3,0.0,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,43.0,8.8,7.334331555555559,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,43.0,8.8,5.1650222222222215,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,43.0,8.8,0.0,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,43.0,16.5,7.334331555555559,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,43.0,16.5,5.1650222222222215,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,43.0,16.5,0.0,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,43.0,7.4,7.334331555555559,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,43.0,7.4,5.1650222222222215,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,43.0,7.4,0.0,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,43.0,42.7,7.334331555555559,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,43.0,42.7,5.1650222222222215,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,43.0,42.7,0.0,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,43.0,52.1,7.334331555555559,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,43.0,52.1,5.1650222222222215,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,43.0,52.1,0.0,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,43.0,40.3,7.334331555555559,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,43.0,40.3,5.1650222222222215,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,43.0,40.3,0.0,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,40.0,8.8,7.334331555555559,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,40.0,8.8,5.1650222222222215,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,40.0,8.8,0.0,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,40.0,16.5,7.334331555555559,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,40.0,16.5,5.1650222222222215,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,40.0,16.5,0.0,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,40.0,7.4,7.334331555555559,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,40.0,7.4,5.1650222222222215,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,40.0,7.4,0.0,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,40.0,42.7,7.334331555555559,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
