location_id,location_name,sub_population,vehicle,value_description,nutrient,value_mean,value_025_percentile,value_975_percentile
201,Burkina Faso,,maize flour,percent of population eating vehicle,na,26.61,12.497238101442806,40.722761898557195
201,Burkina Faso,,maize flour,percent of population eating industrially produced vehicle,na,0.0,0.0,0.0
201,Burkina Faso,,maize flour,percent of population eating fortified vehicle,folic acid,0.0,0.0,0.0
201,Burkina Faso,,maize flour,percent of population eating fortified vehicle,iron,0.0,0.0,0.0
201,Burkina Faso,,maize flour,percent of population eating fortified vehicle,vitamin a,0.0,0.0,0.0
201,Burkina Faso,,maize flour,percent of population eating fortified vehicle,zinc,0.0,0.0,0.0
201,Burkina Faso,8-59 months,oil,percent of population eating vehicle,na,92.23,46.09189629258517,100.0
201,Burkina Faso,,oil,percent of population eating industrially produced vehicle,na,51.975594,25.974777061623243,77.97641093837676
201,Burkina Faso,total population,oil,percent of population eating fortified vehicle,vitamin a,75.0,37.481212424849694,100.0
201,Burkina Faso,women of reproductive age,wheat flour,percent of population eating vehicle,na,48.0,21.0978886756238,74.9021113243762
201,Burkina Faso,children 12-36 months,wheat flour,percent of population eating vehicle,na,57.0,25.053742802303262,88.94625719769674
201,Burkina Faso,,wheat flour,percent of population eating industrially produced vehicle,na,52.3,22.987907869481763,81.61209213051823
201,Burkina Faso,,wheat flour,percent of population eating fortified vehicle,folic acid,32.164500000000004,14.137563339731287,50.19143666026872
201,Burkina Faso,,wheat flour,percent of population eating fortified vehicle,iron,17.38975,7.643479366602687,27.13602063339731
201,Burkina Faso,,wheat flour,percent of population eating fortified vehicle,vitamin a,12.388563,0.0,26.275167207293663
201,Burkina Faso,,wheat flour,percent of population eating fortified vehicle,zinc,12.388563,0.0,26.275167207293663
180,Kenya,,maize flour,percent of population eating vehicle,na,91.67123017265146,0.0,100.0
180,Kenya,total population,maize flour,percent of population eating industrially produced vehicle,na,36.67,17.221860998869136,56.11813900113087
180,Kenya,,maize flour,percent of population eating fortified vehicle,folic acid,0.0,0.0,0.0
180,Kenya,,maize flour,percent of population eating fortified vehicle,iron,5.31715275,2.4971711363581885,8.137134363641811
180,Kenya,,maize flour,percent of population eating fortified vehicle,vitamin a,0.0,0.0,0.0
180,Kenya,,maize flour,percent of population eating fortified vehicle,zinc,0.0,0.0,0.0
180,Kenya,,oil,percent of population eating vehicle,na,56.65292679960166,0.0,84.99358181433226
180,Kenya,total population,oil,percent of population eating industrially produced vehicle,na,9.39,4.692647795591182,14.08735220440882
180,Kenya,,oil,percent of population eating fortified vehicle,vitamin a,0.0,0.0,0.0
180,Kenya,total population,wheat flour,percent of population eating vehicle,na,36.58,16.07834932821497,57.08165067178503
180,Kenya,total population,wheat flour,percent of population eating industrially produced vehicle,na,30.95,13.603742802303262,48.29625719769673
180,Kenya,,wheat flour,percent of population eating fortified vehicle,folic acid,34.70333333333333,15.253480486244403,54.15318618042227
180,Kenya,,wheat flour,percent of population eating fortified vehicle,iron,33.835750000000004,14.872143474088293,52.79935652591172
180,Kenya,,wheat flour,percent of population eating fortified vehicle,vitamin a,34.70333333333333,15.253480486244403,54.15318618042227
180,Kenya,,wheat flour,percent of population eating fortified vehicle,zinc,34.70333333333333,15.253480486244403,54.15318618042227
15,Myanmar,,oil,percent of population eating vehicle,na,76.77413778920719,0.0,100.0
15,Myanmar,total population,oil,percent of population eating industrially produced vehicle,na,10.0,0.0,20.0
15,Myanmar,total population,oil,percent of population eating fortified vehicle,vitamin a,0.0,0.0,5.0
15,Myanmar,total population,wheat flour,percent of population eating vehicle,na,5.0,0.0,10.0
15,Myanmar,,wheat flour,percent of population eating industrially produced vehicle,na,4.5,1.977927063339731,7.022072936660269
15,Myanmar,total population,wheat flour,percent of population eating fortified vehicle,folic acid,0.0,0.0,5.0
15,Myanmar,total population,wheat flour,percent of population eating fortified vehicle,iron,0.0,0.0,5.0
15,Myanmar,,wheat flour,percent of population eating fortified vehicle,vitamin a,0.0,0.0,0.0
15,Myanmar,total population,wheat flour,percent of population eating fortified vehicle,zinc,0.0,0.0,5.0
164,Nepal,total population,oil,percent of population eating vehicle,na,99.8,99.8,99.9
164,Nepal,,oil,percent of population eating industrially produced vehicle,na,74.74764959980764,0.0,100.0
164,Nepal,,oil,percent of population eating fortified vehicle,vitamin a,0.0,0.0,0.0
164,Nepal,total population,wheat flour,percent of population eating vehicle,na,52.1,45.8,58.4
164,Nepal,total population,wheat flour,percent of population eating industrially produced vehicle,na,43.0,18.900191938579653,67.09980806142035
164,Nepal,,wheat flour,percent of population eating fortified vehicle,folic acid,5.1650222222222215,2.2702304969076557,8.059813947536787
164,Nepal,,wheat flour,percent of population eating fortified vehicle,iron,7.334331555555559,3.2237273056088727,11.444935805502244
164,Nepal,,wheat flour,percent of population eating fortified vehicle,vitamin a,5.1650222222222215,2.2702304969076557,8.059813947536787
164,Nepal,,wheat flour,percent of population eating fortified vehicle,zinc,0.0,0.0,0.0
20,Viet Nam,under-5,oil,percent of population eating vehicle,na,38.3,19.140405811623243,57.459594188376755
20,Viet Nam,,oil,percent of population eating vehicle,na,56.29999999999998,0.0,100.0
